poduct name,product id,price,brand,category,date,user id,gender,age,store id,frequency
 Hoka נעלי ריצה תומכות רחבות Arahi 5, mp-00040646,399, Hoka, אופנה/אופנת נשים/נעלי נשים/נעלי ריצה לנשים,15/08/2020,731,female,72,1,1
 Argan il מארז שמן ארגן ישראלי אורגני 100% טבעי לגוף, mp-00040053,219, Argan il, טיפוח/טיפוח גוף/שמן גוף,15/08/2020,731,female,72,1,2
 DIESEL חולצת טישרט  לגבר, mp-00053258,149, DIESEL, אופנה/אופנת גברים/חולצות לגבר/טי שירט,26/01/2022,732,male,20,1,9
 אוריאל חגורת גב לומבו,313464,329.9, אוריאל, בריאות/אביזרי אורטופדיה/חגורות גב,26/01/2022,732,male,20,1,6
 Hot Tuna נעלי בית מפנקות לחורף - שחור, mp-00005307,99, Hot Tuna, אופנה/אופנת גברים/נעלי גברים/נעלי בית לגברים,26/01/2022,732,male,20,1,7
 הארי פוטר מחזיק מפתחות שרביט דמבלדור, mp-00030983,29, הארי פוטר, אופנה/אופנת גברים/אקססוריז לגברים/מחזיקי מפתחות,26/01/2022,732,male,20,1,5
 WHITE GLO משחת שיניים מלבינה עם פחם פעיל למניעת ריח רע מהפה,622334,19.9, WHITE GLO, טיפוח/היגיינת הפה/משחות שיניים/משחות שיניים להלבנה,25/07/2020,732,male,20,1,7
 פלקרס פלוסר טווין ליין חוט דנטלי כפול עם ידית,554781,14.9, פלקרס פלוסר, טיפוח/היגיינת הפה/ניקוי דנטלי וקיסמי שיניים/קיסמי שיניים,25/07/2020,732,male,20,1,7
 LACOSTE חולצת טישרט  לגבר צווארון עגול, mp-00053248,149, LACOSTE, אופנה/אופנת גברים/חולצות לגבר/טי שירט,25/07/2020,732,male,20,1,9
 סנסודיין משחת שיניים עם פלואוריד לגילאי 6-12 שנים,345560,16.9, סנסודיין, טיפוח/היגיינת הפה/משחות שיניים/משחות שיניים ילדים,25/07/2020,732,male,20,1,10
 Hot Tuna נעלי בית מפנקות לחורף - אפור עכבר, mp-00026064,99, Hot Tuna, אופנה/אופנת גברים/נעלי גברים/נעלי בית לגברים,25/07/2020,732,male,20,1,4
 רחוב סומסום מכנס בוקסר עוגיפלצת פרצופים, mp-00030677,49, רחוב סומסום, אופנה/אופנת גברים/הלבשה תחתונה לגברים/תחתוני גברים,25/07/2020,732,male,20,1,5
 Head FONT T-Shirt M, mp-00035104,119.9, Head, אופנה/אופנת גברים/ביגוד ספורט לגברים/חולצות ספורט לגברים,14/01/2020,732,male,20,1,7
 Hot Tuna נעלי בית מפנקות לחורף - אפור, mp-00026052,99, Hot Tuna, אופנה/אופנת גברים/נעלי גברים/נעלי בית לגברים,14/01/2020,732,male,20,1,1
 Hoka נעלי ריצת שטח רחבות Speedgoat 4 Wide 2E, mp-00046566,560, Hoka, אופנה/אופנת גברים/נעלי גברים/נעלי ריצה לגברים,14/01/2020,732,male,20,1,6
 Go Nature מעיל פוך לגבר  Caribou צבע נייבי, mp-00031638,279, Go Nature, אופנה/אופנת גברים/חליפות וז׳קטים/מעילי גברים,14/01/2020,732,male,20,1,8
 NAUTICA מכופתרת נאוטיקה לגברים W81I024NV, mp-00053777,349, NAUTICA, אופנה/אופנת גברים/חולצות לגבר/חולצות,14/01/2020,732,male,20,1,9
 NIKE קפוצון רוכסן נייקי לגבר טאק פליז, mp-00029851,549, NIKE, אופנה/אופנת גברים/סווטשירטים והודיס,14/01/2020,732,male,20,1,3
 לייף משקפי שמש ילדים דגם ER8850 צהוב,508603,24.9, לייף, אופטיקה/משקפי שמש/משקפי שמש לילדים,14/01/2020,732,male,20,1,2
 Head POWER Shorts M מכנס מנדף, mp-00036049,209.9, Head, אופנה/אופנת גברים/ביגוד ספורט לגברים/מכנסי ספורט קצרים לגברים,08/10/2021,732,male,20,1,6
 NAUTICA מארז שלושה חולצות ביסייק  צווארון עגול לגבר, mp-00036735,149, NAUTICA, אופנה/אופנת גברים/חולצות לגבר/חולצות,08/10/2021,732,male,20,1,9
 AVIV.M&T מגן קרסול - תומך קרסול, mp-00050732,24.9, AVIV.M&T, בריאות/אביזרי אורטופדיה/תומכי קרסול,08/10/2021,732,male,20,1,8
 Alo Yoga מכנסי  לגבר דגם IMPEL, mp-00041624,499, Alo Yoga, אופנה/אופנת גברים/ביגוד ספורט לגברים/מכנסי ספורט ארוכים וטייטס,08/10/2021,732,male,20,1,1
 Merrell נעלי טיולים והליכה לגבר, mp-00034404,512, Merrell, אופנה/אופנת גברים/נעלי גברים/נעלי טיולים,08/10/2021,732,male,20,1,3
 לייף גרבי אורך רגיל עבות גברים אפור מלנג,627128,29.9, לייף, אופנה/אופנת גברים/הלבשה תחתונה לגברים/גרביים לגברים,08/10/2021,732,male,20,1,10
 Titania Solingen מגן סיליקון לכפכפים, mp-00053311,29, Titania Solingen, בריאות/אביזרי אורטופדיה/מדרסים ורפידות,29/03/2020,732,male,20,1,6
 CHAMPION סווצרט פוטר צבע ירוק, mp-00037149,179, CHAMPION, אופנה/אופנת גברים/סווטשירטים והודיס,29/03/2020,732,male,20,1,2
 NIKE חליפת נייקי פוטר לגבר, mp-00030542,439, NIKE, אופנה/אופנת גברים/סווטשירטים והודיס,29/03/2020,732,male,20,1,10
 גורדן חוט דנטלי מחליק בקלות,637314,22.9, גורדן, טיפוח/היגיינת הפה/ניקוי דנטלי וקיסמי שיניים/חוט דנטלי,29/03/2020,732,male,20,1,8
 סטימודנט קיסמי שיניים דקים במיוחד,454404,29.9, סטימודנט, טיפוח/היגיינת הפה/ניקוי דנטלי וקיסמי שיניים/קיסמי שיניים,29/03/2020,732,male,20,1,5
 Aztron מכנס גלישה \הוריזון\ לגברים, mp-00054596,191, Aztron, אופנה/אופנת גברים/בגדי ים לגבר/מכנסי גלישה,29/03/2020,732,male,20,1,7
 סולגאר חומצה פולית 800 מק\ג,15692,44.9, סולגאר, בריאות/תוספי תזונה/ויטמינים/חומצה פולית,20/03/2021,733,male,29,1,7
 סולגאר ויטמין E נוזלי,168041,121.9, סולגאר, בריאות/תוספי תזונה/ויטמינים/ויטמין E,20/03/2021,733,male,29,1,3
 Head PERF Polo II Shirt M חולצות פולו, mp-00035710,269.9, Head, אופנה/אופנת גברים/ביגוד ספורט לגברים/חולצות ספורט לגברים,20/03/2021,733,male,29,1,10
 Head CLUB Bermudas M מכנסים, mp-00034931,159.9, Head, אופנה/אופנת גברים/ביגוד ספורט לגברים/מכנסי ספורט קצרים לגברים,20/03/2021,733,male,29,1,8
 נוטריקר ויטמין B12 מתילקובאלאמין 1000 מק\ג,485739,64.4, נוטריקר, בריאות/תוספי תזונה/ויטמינים/ויטמין B12,03/06/2021,733,male,29,1,3
 לייף ויטמין C 500 קומפלקס,477372,34.9, לייף, בריאות/תוספי תזונה/ויטמינים/ויטמין C,03/06/2021,733,male,29,1,8
 Spirulina Full Life ויטמין E טבעי לחידוש העור, mp-00037389,46, Spirulina Full Life, בריאות/תוספי תזונה/ויטמינים/ויטמין E,03/06/2021,733,male,29,1,8
 Head DAVIES Polo Shirt M חולצת פולו, mp-00035717,209.9, Head, אופנה/אופנת גברים/ביגוד ספורט לגברים/חולצות ספורט לגברים,03/06/2021,733,male,29,1,1
 Head FONT T-Shirt M, mp-00035106,119.9, Head, אופנה/אופנת גברים/ביגוד ספורט לגברים/חולצות ספורט לגברים,01/12/2020,733,male,29,1,1
 NAUTICA קפוצון לגבר, mp-00053541,349, NAUTICA, אופנה/אופנת גברים/ביגוד ספורט לגברים/טרנינג - ז׳קט וחלק עליון,01/12/2020,733,male,29,1,3
 NAUTICA קפוצון לגבר, mp-00053759,299, NAUTICA, אופנה/אופנת גברים/ביגוד ספורט לגברים/טרנינג - ז׳קט וחלק עליון,01/12/2020,733,male,29,1,6
 סולגאר ויטמין D3,15731,74.9, סולגאר, בריאות/תוספי תזונה/ויטמינים/ויטמין D,01/12/2020,733,male,29,1,8
 NIKE כפפות אימון לגברים ULTIMATE, mp-00023645,199.9, NIKE, ספורט וחוץ/מכשירי כושר ומשקולות/משקולות וציוד לאימון כח/כפפות ורצועות כף יד להרמת משקולות,01/12/2020,733,male,29,1,4
 נוטריקר כמוסות פרופוליס, mp-00023265,79, נוטריקר, בריאות/תוספי תזונה/דיאטה,27/11/2021,733,male,29,1,9
 נוטריקר שורש גיסינג סיבירי, mp-00023367,69, נוטריקר, בריאות/תוספי תזונה/דיאטה,27/11/2021,733,male,29,1,1
 טיפטיפות ויטמין D3 תוסף תזונה על בסיס שמן לתינוקות,314540,25.9, טיפטיפות, בריאות/תוספי תזונה/ויטמינים,27/11/2021,733,male,29,1,3
 NAUTICA קפוצון לגבר, mp-00053760,299, NAUTICA, אופנה/אופנת גברים/ביגוד ספורט לגברים/טרנינג - ז׳קט וחלק עליון,27/11/2021,733,male,29,1,5
 Head PERF T-Shirt M חולצות טי שרט, mp-00035312,229.9, Head, אופנה/אופנת גברים/ביגוד ספורט לגברים/חולצות ספורט לגברים,27/11/2021,733,male,29,1,3
 Puritans Pride ויטמין די  1000, mp-00016923,29.9, Puritans Pride, בריאות/תוספי תזונה/ויטמינים/ויטמין D,24/04/2021,733,male,29,1,9
 אלטמן קומפלקס 50-B,262336,90.9, אלטמן, בריאות/תוספי תזונה/ויטמינים/קומפלקסים ושילובים,24/04/2021,733,male,29,1,10
 Head DAVIES T-Shirt M, mp-00036080,159.9, Head, אופנה/אופנת גברים/ביגוד ספורט לגברים/חולצות ספורט לגברים,24/04/2021,733,male,29,1,3
 NAUTICA קפוצון לגבר דגם  SPECIALTY-FLE, mp-00048607,399, NAUTICA, אופנה/אופנת גברים/ביגוד ספורט לגברים/טרנינג - ז׳קט וחלק עליון,24/04/2021,733,male,29,1,7
 NEAT עגלת  TRAY-X, mp-00031003,199, NEAT, לבית/מטבח/אחסון וארגון המטבח/עגלות שירות ותה,19/08/2021,734,female,50,1,6
 RIVER ברז לכיור \ליסבון\ פיה בנונית, mp-00008046,299, RIVER, לבית/ברזים/ברז לכיור אמבטיה וחדרי שירותים,19/08/2021,734,female,50,1,1
 Bunny Tummy חליפת גוף חזה פתוח - מאוב, mp-00041438,424, Bunny Tummy, אופנה/אופנת נשים/הלבשה תחתונה/מחטבים,19/08/2021,734,female,50,1,6
 Handstand Kitchen ערכה עם 15 חלקים לאפיית קאפקייקס והכנת עוגיות בצורת כוכבים וחלליות, mp-00046268,139, Handstand Kitchen, לבית/מטבח/אביזרי בישול ואפיייה/תבניות אפייה,19/08/2021,734,female,50,1,8
 Brabantia פח פדל 3 ליטר שחור מט - NewIcon, mp-00017798,188, Brabantia, לבית/אחסון וארגון/פחי אשפה/פחי אשפה לשירותים ואמבטיה,19/08/2021,734,female,50,1,6
 Inofix כיסוי לקרש גיהוץ ELASTIC FIT  Polka dots אפור, mp-00012922,99, Inofix, לבית/ניקיון ותחזוקת הבית/גיהוץ/כיסויים לקרש גיהוץ,28/04/2022,734,female,50,1,6
 Anisfeld מתלה בגדים מעוצב עשוי עץ במבוק טבעי על גלגלים, mp-00053722,249, Anisfeld, לבית/אחסון וארגון/קולבים,28/04/2022,734,female,50,1,1
 סנו סושי שקיות לפחים קטנים 56X45 ס\מ S,577783,19.9, סנו, לבית/ניקיון ותחזוקת הבית/אביזרי ניקוי/שקיות אשפה,28/04/2022,734,female,50,1,5
 Head PERF Tank Top W, mp-00035635,229.9, Head, אופנה/אופנת נשים/ביגוד ספורט לנשים/חולצות ספורט לנשים,28/04/2022,734,female,50,1,5
 3 Sprouts קופסת אחסון לצעצועים - חד קרן, mp-00019675,89, 3 Sprouts, לבית/אחסון וארגון/קופסאות אחסון,02/06/2020,734,female,50,1,5
 Wenko מתלה מגבת ללא צורך בקידוח-ממתכת בצבע שחור, mp-00045432,79.9, Wenko, לבית/שירותים וחדרי רחצה/מתלה מגבות,02/06/2020,734,female,50,1,3
 NIK NAK מארז מתנה לחג למטבח-המטבח שלי, mp-00023896,85, NIK NAK, לבית/מטבח/טקסטיל/כפפות מטבח,02/06/2020,734,female,50,1,2
 Head TENLEY Tank Top W גופיית טופ, mp-00035681,169.9, Head, אופנה/אופנת נשים/ביגוד ספורט לנשים/חולצות ספורט לנשים,02/06/2020,734,female,50,1,5
 GREEN חולצת נשים סינגל טאי דאי וי זית, mp-00051937,59.9, GREEN, אופנה/אופנת נשים/חולצות וטופים/חולצות שרוול קצר,06/01/2020,734,female,50,1,7
 Obsessive סט סקסי 2 חלקים 860 צבע אדום, mp-00052187,209, Obsessive, אופנה/אופנת נשים/הלבשה תחתונה/הלבשה תחתונה סקסית,06/01/2020,734,female,50,1,6
 GLOBAL סכין ירקות 16 ס\מ | NI GNM08, mp-00026717,464.25, GLOBAL, לבית/מטבח/סכום/סכיני שף,06/01/2020,734,female,50,1,7
 Funky Fish מגבת מתגלגלת, mp-00008640,29.9, Funky Fish, לבית/שירותים וחדרי רחצה/מגבות/מגבות רחצה,08/01/2020,734,female,50,1,6
 Bunny Tummy מכנס גבוה מחטב - שחור, mp-00045915,312, Bunny Tummy, אופנה/אופנת נשים/הלבשה תחתונה/מחטבים,08/01/2020,734,female,50,1,7
 גונסון קלין נוזל כלים MANUDISH אקולוגי ליטר, mp-00000600,23, גונסון קלין, לבית/ניקיון ותחזוקת הבית/ניקוי כלים/נוזל כלים,08/01/2020,734,female,50,1,9
 Chicco חזיית הנקה מיקרופייבר שחור, mp-00049760,139, Chicco, אופנה/אופנת נשים/בגדי הריון והנקה/חזיות הריון והנקה,08/01/2020,734,female,50,1,10
 Bradex דלפק מטבח שולחן בר עם תא איחסון דגם ארביס, mp-00050393,599, Bradex, לבית/ריהוט/שולחנות פינת אוכל,08/01/2020,734,female,50,1,5
 גרעיני עפולה חליטת תה מלון הדרים, mp-00022001,8.8, גרעיני עפולה, מזון ומשקאות/משקאות ושתיה חמה/תה/חליטות וסוגי תה אחרים,19/07/2020,735,female,25,1,6
 Viaggio Espresso פולי קפה קולומביה, mp-00024813,119, Viaggio Espresso, מזון ומשקאות/משקאות ושתיה חמה/קפה/פולי קפה,19/07/2020,735,female,25,1,10
 נסטלה פיטנס מולטיגריין חטיף צילי מעודן,615242,5, נסטלה, מזון ומשקאות/חטיפים וממתקים/חטיפים מלוחים,19/07/2020,735,female,25,1,2
 CAMELBAK בקבוק שתייה CHUTE MAG TRITAN, mp-00051243,99, CAMELBAK, לבית/מטבח/מיכלי מזון ומשקאות/בקבוקי שתייה,19/07/2020,735,female,25,1,1
 ONE חטיפים חטיף רול קינמון,533736,17.9, ONE חטיפים, מזון ומשקאות/מזון בריאות/חטיפי חלבון,19/07/2020,735,female,25,1,1
 לייף וולנס עוגיות מלוחות בטעם בצל עם שמן זית,613640,4.9, לייף, מזון ומשקאות/חטיפים וממתקים/חטיפים מלוחים,08/02/2022,735,female,25,1,7
 אנרגי REAL חטיף שקדים ושוקולד מריר,622839,6.9, אנרגי, מזון ומשקאות/מזון בריאות/חטיפי דגנים בודדים למבוגרים,08/02/2022,735,female,25,1,1
 תלמה חטיף דגנים שוגי קורנפלקס,571784,15.9, תלמה, מזון ומשקאות/מזון בריאות/חטיפי דגנים מארזים לילדים,08/02/2022,735,female,25,1,1
 קיפי מארז שוקולד מפנק בקופסה בצבע שמנת ומסגרת לתמונה, mp-00045002,269, קיפי, מזון ומשקאות/מארזי מתנה מזון ומשקאות/מארזי מתנה מזון ומשקאות,31/08/2021,735,female,25,1,8
 במבה חטיף בוטנים במילוי קרם נוגט,323300,6.9, במבה, מזון ומשקאות/חטיפים וממתקים/חטיפים מלוחים,31/08/2021,735,female,25,1,10
 Ministry Of Tea תה עדין רויבוס ווניל אורגני, mp-00027515,19.9, Ministry Of Tea, מזון ומשקאות/משקאות ושתיה חמה/תה/חליטות וסוגי תה אחרים,31/08/2021,735,female,25,1,5
 גרעיני עפולה פקאן בייגלה, mp-00021684,9.9, גרעיני עפולה, מזון ומשקאות/פיצוחים ופירות יבשים,31/08/2021,735,female,25,1,6
 סלים דליס קריספי חטיף עם מילוי בטעם אוכמניות,527779,15.9, סלים דליס, מזון ומשקאות/מזון בריאות/חטיפי דגנים מארזים למבוגרים,06/10/2021,735,female,25,1,10
 ESPRESSO 1882 פולי קפה ESPRESSO אדום, mp-00006084,149, ESPRESSO 1882, מזון ומשקאות/משקאות ושתיה חמה/קפה/פולי קפה,06/10/2021,735,female,25,1,9
 CONTIGO בקבוק מתכת MATTERHORN אבן חול, mp-00044944,127.4, CONTIGO, לבית/מטבח/מיכלי מזון ומשקאות/בקבוקי שתייה,06/10/2021,735,female,25,1,3
 מנטוס מסטיק בבקבוק מעוגל בטעם פירות מנטה,550055,9.9, מנטוס, מזון ומשקאות/חטיפים וממתקים/מסטיקים,06/10/2021,735,female,25,1,5
 Bobs Red Mill שיבולת שועל מלאה - ללא גלוטן, mp-00025208,49.9, Bobs Red Mill, מזון ומשקאות/מזון בריאות/מזון נטול גלוטן,02/03/2020,735,female,25,1,6
 CAMELBAK ספל שתייה תרמוס CAMP MUG INSULATED STEEL, mp-00010922,149, CAMELBAK, לבית/מטבח/מיכלי מזון ומשקאות/כוסות תרמיות,02/03/2020,735,female,25,1,4
 תלמה חטיף דגנים שוגי בטעם שוקולד,571785,15.9, תלמה, מזון ומשקאות/מזון בריאות/חטיפי דגנים מארזים לילדים,02/03/2020,735,female,25,1,6
 Bio-Oil שמן לטיפול בריכוך צלקות וסימני מתיחה,524218,119.9, Bio-Oil, קוסמטיקה/טיפוח מותגי קוסמטיקה/טיפוח גוף,10/10/2021,736,female,37,1,5
 CLINIQUE SUPER ENERGIZER קרם לחות ממריץ לגבר בעל מקדם הגנה SPF 40,618191,143.2, CLINIQUE, קוסמטיקה/טיפוח מותגי קוסמטיקה/מוצרי טיפוח לגבר,10/10/2021,736,female,37,1,7
 Spirulina Full Life קרם פנים דלוקס אפטר שייב לגבר בריזת ים, mp-00040412,118, Spirulina Full Life, קוסמטיקה/טיפוח מותגי קוסמטיקה/מוצרי טיפוח לגבר,10/10/2021,736,female,37,1,1
 Nesti Dante סבון מוצק טבעי פירות תאנה וחלב שקדים, mp-00023847,23.9, Nesti Dante, טיפוח/אמבט וניקוי גוף/סבון מוצק,10/10/2021,736,female,37,1,2
 KIEHLS מסכת זוהר לפנים כורכום וחמוציות,607454,185, KIEHLS, קוסמטיקה/טיפוח מותגי קוסמטיקה/מסכות פנים וגוף,10/10/2021,736,female,37,1,10
 BOBBI BROWN קרם בסיס מטפח ומועשר בויטמנים,573381,216, BOBBI BROWN, קוסמטיקה/טיפוח מותגי קוסמטיקה/ניקוי פנים,26/04/2021,736,female,37,1,8
 NUDESTIX I HEART ISRAEL קיט סטיק ברונזר + צללית עיניים + עפרון לשפתים וללחיים,614544,99, NUDESTIX, קוסמטיקה/ערכות איפור/ערכות איפור,26/04/2021,736,female,37,1,4
 Galilee גל אלכוהול גליל, mp-00025070,29.9, Galilee, טיפוח/אמבט וניקוי גוף/תכשירי חיטוי ומגבונים לידיים,26/04/2021,736,female,37,1,10
 SO.KO גלואו קרם לחות עשיר לפנים 50 מל,583015,29.9, SO.KO, קוסמטיקה/טיפוח מותגי קוסמטיקה/קרמים/קרם לחות/ליום,23/01/2020,736,female,37,1,7
 Carnilove פאוץ מזון מלא לחתולים במגוון טעמים - 85 גרם, mp-00044177,7, Carnilove, בעלי חיים/חתולים/מזון רטוב שימורים ומעדנים לחתולים,23/01/2020,736,female,37,1,4
 NIVEA לגבר קרם לחות לפנים לעור רגיש,533731,39.9, NIVEA, קוסמטיקה/טיפוח מותגי קוסמטיקה/מוצרי טיפוח לגבר,23/01/2020,736,female,37,1,2
 לייף פדים קוסמטיים אובלים סילק אפקט,569759,5.9, לייף, טיפוח/אמבט וניקוי גוף/כדורי צמר גפן,23/01/2020,736,female,37,1,1
 לייף סבון קצף מועשר בתמצית ליצי,568319,9.9, לייף, טיפוח/אמבט וניקוי גוף/סבון ידיים נוזלי,23/01/2020,736,female,37,1,8
 Petsport פט ספורט כדורי משחק שונים לחתולים, mp-00036448,19, Petsport, בעלי חיים/חתולים/צעצועים לחתולים,23/01/2020,736,female,37,1,10
 PETEX קערת נירוסטה תחתית נגד החלקה, mp-00006913,12, PETEX, בעלי חיים/אביזרי האכלה ושתייה/קערות אוכל ושתייה,23/01/2020,736,female,37,1,4
 Carnilove פאוץ מזון מלא לחתולים במגוון טעמים - 85 גרם, mp-00038177,7, Carnilove, בעלי חיים/חתולים/מזון רטוב שימורים ומעדנים לחתולים,21/11/2021,736,female,37,1,6
 GLAMGLOW SUPERMUD CLEARING TREATMENT מסכה לטיפול מטהר,576417,167.2, GLAMGLOW, קוסמטיקה/טיפוח מותגי קוסמטיקה/מסכות פנים וגוף,21/11/2021,736,female,37,1,8
 MAC AWARD-WINNING - DEEP מראז שפתון + גלוס + פריימר,625130,206.6, MAC, קוסמטיקה/ערכות איפור/ערכות איפור,21/11/2021,736,female,37,1,3
 PETEX שטיח PVC לחתול כחול, mp-00006417,39, PETEX, בעלי חיים/חתולים/חול,21/11/2021,736,female,37,1,3
 Lucys תחליף חלב לגורי חתולים, mp-00043269,89, Lucys, בעלי חיים/חתולים/מזון רטוב שימורים ומעדנים לחתולים,05/03/2020,736,female,37,1,7
 AQUA ספוג עדין במיוחד הידרופילי לילדים, mp-00012267,13, AQUA, טיפוח/אמבט וניקוי גוף/ספוגי רחצה וליפות,05/03/2020,736,female,37,1,6
 לייף ספוג שלוש שכבות,475022,9.9, לייף, טיפוח/אמבט וניקוי גוף/ספוגי רחצה וליפות,05/03/2020,736,female,37,1,1
 Sensiteva תרסיס TOP S.D.F, mp-00008781,199, Sensiteva, בריאות/תוספי תזונה/דיאטה,04/01/2022,737,male,41,1,9
 לייף ALL IN חטיף חלבון בטעם בננה טופי אקסטרה קרם,624272,13.9, לייף, מזון ומשקאות/מזון בריאות/חטיפי חלבון,04/01/2022,737,male,41,1,8
 NAUTICA קפוצון לגבר, mp-00053765,349, NAUTICA, אופנה/אופנת גברים/ביגוד ספורט לגברים/טרנינג - ז׳קט וחלק עליון,04/01/2022,737,male,41,1,7
 Sensiteva גינגר פלוס לבחילות למציצה, mp-00008445,59, Sensiteva, בריאות/תוספי תזונה/ויטמינים/קומפלקסים ושילובים,04/01/2022,737,male,41,1,5
 Head DAVIES Polo Shirt M חולצת פולו, mp-00036073,209.9, Head, אופנה/אופנת גברים/ביגוד ספורט לגברים/חולצות ספורט לגברים,04/01/2022,737,male,41,1,9
 Alo Yoga מכנסי  לגבר דגם IMPEL, mp-00041616,499, Alo Yoga, אופנה/אופנת גברים/ביגוד ספורט לגברים/מכנסי ספורט ארוכים וטייטס,04/01/2022,737,male,41,1,7
 Olimp קומפלס אבקת חלבון קונסנטרט + אייזולט בטעם שוקולד, mp-00021137,299, Olimp, בריאות/תוספי תזונה/תזונת ספורט/אבקות חלבון,16/04/2022,737,male,41,1,1
 Head PERF Shorts M מכנס, mp-00034945,229.9, Head, אופנה/אופנת גברים/ביגוד ספורט לגברים/מכנסי ספורט קצרים לגברים,16/04/2022,737,male,41,1,9
 לייף ויטמין D400,415589,17.4, לייף, בריאות/תוספי תזונה/ויטמינים/ויטמין D,16/04/2022,737,male,41,1,6
 Head POWER Shorts M מכנס מנדף, mp-00035613,209.9, Head, אופנה/אופנת גברים/ביגוד ספורט לגברים/מכנסי ספורט קצרים לגברים,16/04/2022,737,male,41,1,1
 זון פרפקט דארק שוקולד שקדים,402869,13.9, זון פרפקט, מזון ומשקאות/מזון בריאות/חטיפי חלבון,10/08/2021,737,male,41,1,10
 לייף ALL IN אבקת חלבון מי גבינה בטעם וניל,601761,104.9, לייף, בריאות/תוספי תזונה/תזונת ספורט/אבקות חלבון,10/08/2021,737,male,41,1,10
 הדס ויטמין D 600,623973,29.9, הדס, בריאות/תוספי תזונה/ויטמינים/ויטמין D,10/08/2021,737,male,41,1,9
 נוטריקר ויטמין B-12 למציצה בתוספת חומצה פולית, mp-00045672,49, נוטריקר, בריאות/תוספי תזונה/ויטמינים/ויטמין B12,10/08/2021,737,male,41,1,10
 תנובה GO חטיף חלבון בטעם חמאת בוטנים,622768,11.9, תנובה GO, מזון ומשקאות/מזון בריאות/חטיפי חלבון,10/08/2021,737,male,41,1,1
 Hot Tuna ספת כושר מתקפלת ADKING, mp-00005786,349.9, Hot Tuna, ספורט וחוץ/מכשירי כושר ומשקולות/משקולות וציוד לאימון כח/ספת כושר,10/08/2021,737,male,41,1,4
 אלטמן ויטמין D-1000,472568,29.9, אלטמן, בריאות/תוספי תזונה/ויטמינים/ויטמין D,08/04/2022,737,male,41,1,3
 ener good חטיף מולטי ויטמין שוקולד קפה ללא סוכר,639186,9, ener good, מזון ומשקאות/מזון בריאות/חטיפי חלבון,08/04/2022,737,male,41,1,10
 אלטמן ויטמין C-500,351476,51.9, אלטמן, בריאות/תוספי תזונה/ויטמינים/ויטמין C,08/04/2022,737,male,41,1,7
 אלטמן קומפלקס 50-B,262336,90.9, אלטמן, בריאות/תוספי תזונה/ויטמינים/קומפלקסים ושילובים,08/04/2022,737,male,41,1,1
 Nutrend 5 חטיפי חלבון Qwizz קרנצי טעם חמאת בוטנים, mp-00053573,80, Nutrend, מזון ומשקאות/מזון בריאות/חטיפי חלבון,25/05/2021,737,male,41,1,9
 Spirulina Full Life פורמולת ירוקים, mp-00042502,127, Spirulina Full Life, בריאות/תוספי תזונה/ויטמינים/קומפלקסים ושילובים,25/05/2021,737,male,41,1,1
 Head PERF Polo II Shirt M חולצות פולו, mp-00035305,269.9, Head, אופנה/אופנת גברים/ביגוד ספורט לגברים/חולצות ספורט לגברים,25/05/2021,737,male,41,1,9
 Head DAVIES Polo Shirt M חולצת פולו, mp-00035477,209.9, Head, אופנה/אופנת גברים/ביגוד ספורט לגברים/חולצות ספורט לגברים,25/05/2021,737,male,41,1,7
 לייף ALL IN חטיף חלבון בטעם בננה טופי,504564,13.9, לייף, מזון ומשקאות/מזון בריאות/חטיפי חלבון,25/05/2021,737,male,41,1,5
 Head CLUB CARL T-Shirt M חולצת טי שארט, mp-00036149,109.9, Head, אופנה/אופנת גברים/ביגוד ספורט לגברים/חולצות ספורט לגברים,25/05/2021,737,male,41,1,5
 קולגייט מברשת שיניים,434998,29.9, קולגייט, טיפוח/היגיינת הפה/מברשות שיניים/מברשות שיניים מבוגרים,21/09/2021,738,female,49,1,6
 אקווה פרש משחת שיניים מנטה עדין,11449,8.9, אקווה פרש, טיפוח/היגיינת הפה/משחות שיניים/משחות שיניים מבוגרים,21/09/2021,738,female,49,1,1
 Wisdom קיסמי שיניים עם חוט דנטלי פחם, mp-00044565,13, Wisdom, טיפוח/היגיינת הפה/ניקוי דנטלי וקיסמי שיניים/חוט דנטלי,21/09/2021,738,female,49,1,6
 אלטמן B12 מתיל קובלאמין 1000 מק\ג,524851,44.9, אלטמן, בריאות/תוספי תזונה/ויטמינים/ויטמין B12,21/09/2021,738,female,49,1,6
 לייסר שטיפת פה מקצועית לשימוש יומיומי להגנה על החניכיים,309781,48.9, לייסר, טיפוח/היגיינת הפה/מי פה/מי פה מבוגרים,21/09/2021,738,female,49,1,6
 Wisdom מברשות אינטרפרוקסימל עם ידית, mp-00009129,17, Wisdom, טיפוח/היגיינת הפה/ניקוי דנטלי וקיסמי שיניים/קיסמי שיניים,19/06/2021,738,female,49,1,4
 TopMed קיסמי שיניים עם חוט דנטלי לילדים, mp-00044564,13, TopMed, טיפוח/היגיינת הפה/ניקוי דנטלי וקיסמי שיניים/חוט דנטלי,19/06/2021,738,female,49,1,4
 סנסודיין Clean and fresh - משחת שיניים לנקיון ורעננות מתמשכת,581410,18.9, סנסודיין, טיפוח/היגיינת הפה/משחות שיניים/משחות שיניים לשיניים רגישות,19/06/2021,738,female,49,1,9
